2025-11-28 20:01:39,162.247.243.29,192.168.68.81,443,62840,0,446,NORMAL
2025-11-28 20:01:39,192.168.68.81,172.217.74.94,50630,443,0,41,ATTACK DETECTED
2025-11-28 20:01:39,192.168.68.81,162.247.243.29,62840,443,0,40,ATTACK DETECTED
2025-11-28 20:01:39,172.217.74.94,192.168.68.81,443,50630,0,52,ATTACK DETECTED
2025-11-28 20:01:40,98.83.121.236,192.168.68.81,9000,63342,0,78,NORMAL
2025-11-28 20:01:40,192.168.68.81,98.83.121.236,63342,9000,0,40,ATTACK DETECTED
2025-11-28 20:01:40,192.168.68.81,96.104.60.102,62834,443,0,41,ATTACK DETECTED
2025-11-28 20:01:40,96.104.60.102,192.168.68.81,443,62834,0,52,ATTACK DETECTED
2025-11-28 20:01:40,192.168.68.81,162.159.134.234,59594,443,0,182,NORMAL
2025-11-28 20:01:40,162.159.134.234,192.168.68.81,443,59594,0,74,NORMAL
2025-11-28 20:01:40,192.168.68.81,162.159.134.234,59594,443,0,40,ATTACK DETECTED
2025-11-28 20:01:40,192.168.68.81,192.168.71.255,57621,57621,1,72,NORMAL
2025-11-28 20:01:40,142.250.65.234,192.168.68.81,443,55288,1,109,NORMAL
2025-11-28 20:01:40,192.168.68.81,142.250.65.234,55288,443,1,61,NORMAL
2025-11-28 20:01:41,192.168.68.81,162.159.135.232,56395,443,1,1278,ATTACK DETECTED
2025-11-28 20:01:41,192.168.68.81,162.159.135.232,56395,443,1,1278,ATTACK DETECTED
2025-11-28 20:01:41,192.168.68.81,162.159.135.232,56395,443,1,109,NORMAL
2025-11-28 20:01:41,162.159.135.232,192.168.68.81,443,56395,1,1228,NORMAL
2025-11-28 20:01:41,162.159.135.232,192.168.68.81,443,56395,1,1228,ATTACK DETECTED
2025-11-28 20:01:41,162.159.135.232,192.168.68.81,443,56395,1,1228,NORMAL
2025-11-28 20:01:41,162.159.135.232,192.168.68.81,443,56395,1,1228,ATTACK DETECTED
2025-11-28 20:01:41,162.159.135.232,192.168.68.81,443,56395,1,1042,ATTACK DETECTED
2025-11-28 20:01:41,192.168.68.81,162.159.135.232,56395,443,1,1278,ATTACK DETECTED
2025-11-28 20:01:41,192.168.68.81,162.159.135.232,56395,443,1,165,NORMAL
2025-11-28 20:01:41,192.168.68.81,162.159.135.232,56395,443,1,113,NORMAL
2025-11-28 20:01:41,192.168.68.81,162.159.135.232,56395,443,1,1278,ATTACK DETECTED
2025-11-28 20:01:41,192.168.68.81,162.159.135.232,56395,443,1,1272,ATTACK DETECTED
2025-11-28 20:01:41,192.168.68.81,162.159.135.232,56395,443,1,1278,ATTACK DETECTED
