epoch,train_loss,val_loss,val_f1,val_best_f1,val_auc
60,0.0017768436310497363,0.0026219050068931713,0.9995448771061249,0.9995448771061249,0.9999665415415293
61,0.0018192589626613868,0.0026219055147917525,0.9995448771061249,0.9995448771061249,0.9999665415744636
62,0.001957731906519527,0.0026219137505873514,0.9995448771061249,0.9995448771061249,0.9999665415415293
63,0.0019935071261078497,0.0026219119371429273,0.9995448771061249,0.9995448771061249,0.9999665414097922
64,0.002251754605018609,0.0026219084700977247,0.9995448771061249,0.9995448771061249,0.9999665415415294
65,0.0018812488217950303,0.002621880603043856,0.9995448771061249,0.9995448771061249,0.9999665417062007
66,0.0018932775938457285,0.0026218761386903808,0.9995448771061249,0.9995448771061249,0.9999665418379379
67,0.001958563882977917,0.0026218429733936123,0.9995448771061249,0.9995448771061249,0.9999665414756608
68,0.0018009357176374016,0.0026218261717142447,0.9995448771061249,0.9995448771061249,0.999966541739135
69,0.0018764691512903591,0.0026218455904726376,0.9995448771061249,0.9995448771061249,0.9999665418708721
70,0.0019456225719018858,0.0026218192841389832,0.9995448771061249,0.9995448771061249,0.9999665415744636
71,0.0018930954649215527,0.0026218186883019503,0.9995448771061249,0.9995448771061249,0.9999665415744636
72,0.0017939698900416314,0.0026218179515656785,0.9995448771061249,0.9995448771061249,0.9999665418050036
73,0.002041038318154086,0.0026218172914154445,0.9995448771061249,0.9995448771061249,0.9999665415744636
74,0.0018477955724566428,0.002621816996611868,0.9995448771061249,0.9995448771061249,0.9999665415744636
75,0.0020563106920604667,0.0026218163933002694,0.9995448771061249,0.9995448771061249,0.9999665418050034
76,0.001765831800557161,0.002621815942657145,0.9995448771061249,0.9995448771061249,0.9999665415744636
77,0.003059037147631164,0.002621815699459672,0.9995448771061249,0.9995448771061249,0.9999665415744636
78,0.0019020751297573726,0.002621815368910259,0.9995448771061249,0.9995448771061249,0.9999665415744636
79,0.0018712052938218544,0.002621814867514589,0.9995448771061249,0.9995448771061249,0.9999665415744636
80,0.0034715275525029694,0.0026218142412394734,0.9995448771061249,0.9995448771061249,0.9999665415744636
81,0.0018067525747473522,0.0026218142408267276,0.9995448771061249,0.9995448771061249,0.9999665415744636
82,0.0018957626371076774,0.0026218142329845606,0.9995448771061249,0.9995448771061249,0.9999665415744636
83,0.001896611475767184,0.0026218142354610344,0.9995448771061249,0.9995448771061249,0.9999665415744636
84,0.0019070788901607474,0.0026218142357705937,0.9995448771061249,0.9995448771061249,0.9999665415744636
85,0.0018732663204725814,0.0026218142361833395,0.9995448771061249,0.9995448771061249,0.9999665415744636
86,0.0017271494853670236,0.0026218142345581534,0.9995448771061249,0.9995448771061249,0.9999665415744636
87,0.0018075250293954114,0.0026218142353836445,0.9995448771061249,0.9995448771061249,0.9999665415744636
88,0.0018135801855473238,0.002621814236725068,0.9995448771061249,0.9995448771061249,0.9999665415744636
89,0.0027030869943051794,0.002621814236725068,0.9995448771061249,0.9995448771061249,0.9999665415744636
90,0.0018757762029761413,0.0026218142343517803,0.9995448771061249,0.9995448771061249,0.9999665415744636
91,0.0019616896512705665,0.0026218142343517803,0.9995448771061249,0.9995448771061249,0.9999665415744636
92,0.0018197160994640894,0.0026218142343517803,0.9995448771061249,0.9995448771061249,0.9999665415744636
93,0.0018210069436918816,0.0026218142343517803,0.9995448771061249,0.9995448771061249,0.9999665415744636
94,0.002496277672530585,0.0026218142343517803,0.9995448771061249,0.9995448771061249,0.9999665415744636
95,0.0018803140773719351,0.0026218142343517803,0.9995448771061249,0.9995448771061249,0.9999665415744636
96,0.001936607134789694,0.0026218142343517803,0.9995448771061249,0.9995448771061249,0.9999665415744636
97,0.002059814270469109,0.0026218142343517803,0.9995448771061249,0.9995448771061249,0.9999665415744636
98,0.0019419220784436184,0.0026218142343517803,0.9995448771061249,0.9995448771061249,0.9999665415744636
99,0.0020412870179787428,0.0026218142343517803,0.9995448771061249,0.9995448771061249,0.9999665415744636
100,0.002300052042305849,0.0026218142343517803,0.9995448771061249,0.9995448771061249,0.9999665415744636
