epoch,train_loss,val_loss,val_f1,val_best_f1,val_auc
1,0.06866610955872803,0.012330089850714543,0.9961599439034088,0.9961599439034088,0.9997648297685164
2,0.016074324237414603,0.007105774416147161,0.9980741806675322,0.9980741806675322,0.9998981920164935
3,0.10256485655486025,0.022950137736977613,0.9947264078037282,0.9980741806675322,0.999742151225701
4,0.04470913471642481,0.006697215409349983,0.9982224691949265,0.9982224691949265,0.9999304457391289
5,0.013456388860913045,0.006389284373583247,0.9982827024507366,0.9982827024507366,0.9999169302036625
6,0.5020414624803378,0.00985799481038657,0.9977525141591903,0.9982827024507366,0.9999078721578527
7,0.020733211967067025,0.005820153693672365,0.9983521367832342,0.9983521367832342,0.9999392052686562
8,0.09676261580094474,0.006177449387417556,0.9979194757951149,0.9983521367832342,0.9999291361076228
9,0.01230430198254512,0.014033937177172282,0.9983107029029967,0.9983521367832342,0.9998982964510843
10,6.32775229726319,0.0052721728957328615,0.9985046772662449,0.9985046772662449,0.9999526162707288
11,0.006385921207350316,0.005439396916690728,0.9988996090757057,0.9988996090757057,0.9999548183223259
12,0.006242916729508176,0.00492123587033974,0.9990619658188811,0.9990619658188811,0.9999585379524509
13,0.0045714471617623416,0.0030945730988476755,0.9990713791007537,0.9990713791007537,0.999973927876397
14,0.004086800772499219,0.003225959268380541,0.9992522677000566,0.9992522677000566,0.9999688145006238
15,0.0035094877654949417,0.003358023077023263,0.9992941588734459,0.9992941588734459,0.9999704162262283
16,0.005390905588838251,0.003319585330836713,0.9992106793632803,0.9992941588734459,0.9999710296271286
17,0.003702612879869179,0.0034356742270219365,0.9992895440603111,0.9992941588734459,0.9999714261228837
18,0.0033924284087597876,0.002507537717895865,0.9993266738380807,0.9993266738380807,0.9999786691607143
19,0.0027416545415058363,0.003052835649519838,0.999373087473282,0.999373087473282,0.9999663459777953
20,0.002749323895244791,0.002705357078846919,0.9994473283000418,0.9994473283000418,0.9999797645547515
21,0.004062957675260437,0.002730286477086504,0.9994473332940341,0.9994473332940341,0.999979860492299
22,0.002253468700155099,0.0028854313870535523,0.9993498831729106,0.9994473332940341,0.9999797420935749
23,0.0021304991070194147,0.002602750203820673,0.9994705330542475,0.9994705330542475,0.9999731469717663
24,0.0022033688819530577,0.00267546735549698,0.9994798266487979,0.9994798266487979,0.9999792428099428
25,0.002181332104754446,0.0026637300243079367,0.9994566119898212,0.9994798266487979,0.999973175163507
26,0.001928456107557603,0.0026982290936107822,0.9995402184547006,0.9995402184547006,0.9999666136675949
27,0.0021487055625963674,0.0027086878517556283,0.9995402350720077,0.9995402350720077,0.9999663277980746
28,0.0025541124703406973,0.0026863819097869284,0.9995077064242704,0.9995402350720077,0.9999664122744939
29,0.001878941260374367,0.002645570344034738,0.9995355930798167,0.9995402350720077,0.9999729243031228
30,0.002041728858431869,0.0024355154240287688,0.9995309426535992,0.9995402350720077,0.999972848587221
31,0.0019538403810454717,0.0024688779317530857,0.9995309426535992,0.9995402350720077,0.9999728348865621
32,0.0024679632077890166,0.002532287278924753,0.9995263049414129,0.9995402350720077,0.9999728794137038
33,0.0018825649722282675,0.0025885660868625164,0.9995309553673191,0.9995402350720077,0.9999664635531627
34,0.0020129935259294188,0.002582340279494119,0.9995216630331063,0.9995402350720077,0.9999664560112133
35,0.0019082366135647088,0.0025910315458431794,0.9995402350720077,0.9995402350720077,0.9999664763645961
36,0.002482940203722608,0.0025707134528372717,0.9995448771061249,0.9995448771061249,0.9999664691190553
37,0.0020536229655776367,0.00261256821166555,0.9995355930798167,0.9995448771061249,0.9999664760352533
38,0.0019170691929096932,0.0026020449505570905,0.9995448771061249,0.9995448771061249,0.9999665090353984
39,0.001907072313834943,0.0025977852334211227,0.9995402309178844,0.9995448771061249,0.999966525897748
40,0.0018039510012409746,0.002620025459687618,0.9995402350720077,0.9995448771061249,0.9999665329456833
41,0.00202368367790407,0.0026183046780538827,0.9995448771061249,0.9995448771061249,0.9999665310025608
42,0.0019950117779011342,0.002615704362172751,0.9995448771061249,0.9995448771061249,0.9999665349217397
43,0.0018256979354108669,0.002616586051555589,0.9995448771061249,0.9995448771061249,0.9999665328798146
44,0.0019854817704377963,0.0026154279893561027,0.9995448771061249,0.9995448771061249,0.9999665344277255
45,0.0019313411666872237,0.0026185733541101157,0.9995448771061249,0.9995448771061249,0.9999665317600492
46,0.001880969594727231,0.002618194771021105,0.9995448771061249,0.9995448771061249,0.9999665353169511
47,0.0018333972646374698,0.0026213521514544687,0.9995448771061249,0.9995448771061249,0.9999665353828198
48,0.004604997808543739,0.0026180341109775275,0.9995448771061249,0.9995448771061249,0.9999665367001906
49,0.0017755251453959466,0.002618387413015354,0.9995448771061249,0.9995448771061249,0.9999665429577032
50,0.00191124796485538,0.0026223153405094666,0.9995448771061249,0.9995448771061249,0.9999665426612947
51,0.0019294698697766364,0.002622796455771737,0.9995448771061249,0.9995448771061249,0.9999665434846517
52,0.001985695902780457,0.002622308574257279,0.9995448771061249,0.9995448771061249,0.9999665432211774
53,0.004555194307474214,0.0026236323996688166,0.9995448771061249,0.9995448771061249,0.999966543287046
54,0.0018022636188490425,0.002622847184570309,0.9995448771061249,0.9995448771061249,0.999966543056506
55,0.0018616085750993972,0.002623306116610862,0.9995448771061249,0.9995448771061249,0.9999665436822573
56,0.0020081481500478634,0.0026220014155468683,0.9995448771061249,0.9995448771061249,0.9999665429577032
57,0.001931919402905739,0.002621005165582603,0.9995448771061249,0.9995448771061249,0.9999665419367405
58,0.0019340685470060955,0.0026210166071825493,0.9995448771061249,0.9995448771061249,0.9999665420026093
59,0.0019323645859859676,0.0026207487001958436,0.9995448771061249,0.9995448771061249,0.9999665409487124
